a,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
34144861,#AH41 PENTHOUSE DUPLEX STUDIO,1585338,Flavia,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98818,23.74285,Entire home/apt,68,4,2,01-12-2021,0.07,15,296,1,1218767
34144863,#AH34 BEIGE STUDIO,1585338,Flavia,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98816,23.74264,Entire home/apt,56,4,0,,,15,326,0,1218692
34144883,#AH01 ELEVATED GROUND FLOOR STUDIO,1585338,Flavia,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.9885,23.74212,Entire home/apt,60,4,1,01-09-2021,0.26,15,365,1,1218570
34144977,#AH42 PENTHOUSE STUDIO,1585338,Flavia,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98843,23.7426,Entire home/apt,67,4,0,,,15,176,0,262260
34144987,#AH33 MOCHA STUDIO,1585338,Flavia,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98687,23.74217,Entire home/apt,55,4,0,,,15,357,0,1218624
34144991,#AH114 MAROON STUDIO,1585338,Flavia,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98825,23.74285,Entire home/apt,55,4,1,01-10-2021,0.36,15,326,1,1218772
34145216,#AH112 IVORY STUDIO,1585338,Flavia,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98816,23.74336,Entire home/apt,58,4,1,15-08-2021,0.23,15,69,1,1218746
34150161,Spacious & Modern flat in Heart of Athens,1653525,Nikos,,ΑΜΠΕΛΟΚΗΠΟΙ,37.99485,23.76551,Entire home/apt,60,3,14,20-09-2021,0.45,13,205,3,1174249
34161599,Lux&Stylish Renovated Aprt in the center of Athens,227349875,Eirini,,ΚΥΨΕΛΗ,38.00124,23.73604,Entire home/apt,40,2,78,04-12-2021,2.41,2,349,21,606349
34171485,P&N studio in the centre of Athens-Kato Petralona,224359852,Panagiota & Nikos,,ΠΕΤΡΑΛΩΝΑ,37.96968,23.70864,Entire home/apt,23,3,31,18-09-2020,0.97,2,85,0,600460
34172591,Olympic Mets Apartment,154540581,Marina Gatsa,,ΣΤΑΔΙΟ,37.96595,23.7413,Entire home/apt,57,2,1,31-10-2021,0.56,2,259,1,689199
34173333,Kerameikos appartment,258007239,Elena,,ΚΕΡΑΜΕΙΚΟΣ,37.98143,23.71608,Entire home/apt,40,2,5,10-11-2019,0.16,1,0,0,700760
34186871,Canvas,231387850,Monkfish Trading MON IKE,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97632,23.72682,Entire home/apt,138,3,26,19-09-2021,0.84,15,141,6,1254790
34190118,Spacious & stylish Plaka flat with exquisite view,22095220,Katerina,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97406,23.73078,Entire home/apt,125,3,35,25-10-2021,1.11,2,344,14,674182
34193640,Green Paradise 2,91702578,Χρήστος,,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,37.99477,23.72684,Private room,15,1,40,17-11-2021,1.24,12,365,12,653581
34193675,IntoTheWoods,185726778,George,,ΙΛΙΣΙΑ,37.97604,23.75538,Entire home/apt,48,14,33,14-11-2021,1.02,2,15,10,647953
34194382,51m² homm Apartment in Koukaki -Zan Moreas street,29927830,Homm ®,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96313,23.72308,Entire home/apt,54,2,34,01-10-2021,1.06,153,205,12,1085188
34212269,Athens Central Apartment near Metro Station,258299074,Ευστρ,,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,37.99188,23.72813,Entire home/apt,30,3,10,03-12-2021,0.32,1,344,4,646042
34212962,Stylish Acropolis Apartment by Cloudkeys,220022946,CloudKeys,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96599,23.72509,Entire home/apt,78,1,1,03-09-2019,0.04,30,342,0,1329164
34220683,Elegant studio next to Acropolis.,92310506,Sokol,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.98369,23.72015,Entire home/apt,32,1,167,19-12-2021,5.2,30,335,64,1085581
34225714,Athens Syntagma Artistic Studio,258392448,Smaragda,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97533,23.73221,Entire home/apt,43,3,369,20-12-2021,11.51,1,356,122,
34229699,"Jasmin Home,20min walk to Akropolis,100m to metro!",258409193,Dina,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.98588,23.72352,Entire home/apt,50,2,49,24-10-2021,1.54,1,319,11,663997
34249880,Αnna's Home 2 .Holidays in beautiful Athens,156675755,Anna,,ΑΓΙΟΣ ΝΙΚΟΛΑΟΣ,38.00921,23.72895,Entire home/apt,59,2,0,,,2,365,0,980247
34268100,"Central, clean and fully equipped apartment",258728805,Aikaterini,,ΠΑΓΚΡΑΤΙ,37.97152,23.74282,Entire home/apt,32,25,24,30-09-2021,0.77,1,81,3,665564
34271242,"belucky Apartments - Pico  
Lycabettus hill",258392671,Vassilis,,ΛΥΚΑΒΗΤΤΟΣ,37.98602,23.7518,Entire home/apt,56,1,12,11-10-2021,0.38,2,256,6,1177674
34271620,Panormou green studio  5 min walk from metro,258743932,Ageliki,,ΑΜΠΕΛΟΚΗΠΟΙ,37.99182,23.75953,Entire home/apt,35,2,34,25-09-2021,1.07,1,0,14,731620
34299065,Athenian Yard Suites 40 Sq.m with balcony,207723374,Dimitrios,,ΠΕΤΡΑΛΩΝΑ,37.97253,23.71356,Hotel room,120,1,1,20-06-2019,0.03,4,273,0,
34301077,NEW/CosmosDome. Modern apt in the heart of Athens!,257558130,Stella,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97483,23.73337,Entire home/apt,99,2,10,08-10-2019,0.32,2,172,0,661912
34301844,K - Studio,220191133,Ioulia,,ΚΟΛΩΝΑΚΙ,37.97652,23.74041,Entire home/apt,68,2,10,09-08-2021,0.32,2,167,1,672695
34304207,Museum View Luxurious Apartment to Explore Athens,258977572,Ioanna,,ΠΑΓΚΡΑΤΙ,37.97015,23.74245,Entire home/apt,110,3,5,26-09-2021,0.16,1,250,2,AMA 000006314544
34307159,cozy central apartment in Kolonaki with view,67407865,Zena,,ΛΥΚΑΒΗΤΤΟΣ,37.98326,23.74109,Entire home/apt,27,2,6,01-03-2020,0.2,2,98,0,
34308800,"Living in the heart of Athens, next to metro",259011357,Konstantina,,ΚΟΛΩΝΟΣ,37.99957,23.71423,Entire home/apt,25,2,31,12-04-2021,0.97,1,0,2,636726
34320162,"Francesca's apartments ""Casa di compagni""",257119117,Hostingme,,ΝΕΟΣ ΚΟΣΜΟΣ,37.95865,23.72937,Entire home/apt,55,1,2,02-06-2019,0.06,8,267,0,
34321877,"Francesca's apartments ""Casa di amici""",257119117,Hostingme,,ΝΕΟΣ ΚΟΣΜΟΣ,37.95777,23.73077,Entire home/apt,55,2,20,08-11-2021,0.64,8,259,10,
34322399,"Francesca's apartments ""La bella caseta""",257119117,Hostingme,,ΝΕΟΣ ΚΟΣΜΟΣ,37.95975,23.7297,Entire home/apt,30,2,10,13-09-2021,0.31,8,97,3,
34323188,Cosy  Apartment in the heart of Athens City,236059002,Eleni,,ΝΕΟΣ ΚΟΣΜΟΣ,37.95498,23.71883,Entire home/apt,55,1,13,05-10-2019,0.42,1,0,0,541119
34325065,Athenian Yard Suites 45 m2 with balcony,207723374,Dimitrios,,ΘΗΣΕΙΟ,37.97532,23.71535,Hotel room,140,1,1,10-09-2019,0.04,4,274,0,
34325382,Athenian Yard Suites 20 m2,207723374,Dimitrios,,ΑΚΡΟΠΟΛΗ,37.97376,23.71716,Hotel room,80,1,1,17-07-2019,0.03,4,255,0,
34327334,belucky Apartments - Fio Lycabettus Hill,258392671,Vassilis,,ΑΜΠΕΛΟΚΗΠΟΙ,37.9869,23.75234,Entire home/apt,61,1,7,11-05-2021,0.22,2,27,1,1177680
34329689,Absolute Athens I,259173979,Theodoros,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96395,23.72506,Entire home/apt,118,1,1,20-01-2020,0.04,8,347,0,1084837
34330892,Absolute Athens II,259173979,Theodoros,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96327,23.7217,Entire home/apt,114,1,0,,,8,325,0,1040235
34331081,Absolute Athens III,259173979,Theodoros,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96375,23.722,Entire home/apt,114,1,0,,,8,297,0,1056715
34331083,NEW:Acropolis View Rooftop Apartment Athens,98606480,Vassilios,,ΣΤΑΔΙΟ,37.96657,23.73642,Entire home/apt,136,1,44,22-10-2021,1.44,1,151,21,699935
34331299,Absolute Athens IV,259173979,Theodoros,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96395,23.72506,Entire home/apt,118,1,0,,,8,350,0,1084837
34331701,Absolute Athens V,259173979,Theodoros,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96395,23.72506,Entire home/apt,114,1,0,,,8,297,0,1084837
34331863,Absolute Athens VI,259173979,Theodoros,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96395,23.72506,Entire home/apt,176,1,0,,,8,357,0,1084837
34332052,Absolute Athens VII,259173979,Theodoros,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96395,23.72506,Entire home/apt,103,1,0,,,8,351,0,1084837
34332172,Absolute Athens VIII,259173979,Theodoros,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96395,23.72506,Entire home/apt,93,1,0,,,8,343,0,1088420
34332898,"Central colorful flat, next to the Metro station",22716929,Giannis,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.9853,23.7209,Entire home/apt,31,2,12,03-01-2020,0.41,1,141,0,753881
34334397,Bed next to the Syntagma square,259209291,Konstantinos,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97298,23.73307,Shared room,25,1,5,11-07-2021,0.18,1,364,1,EL801203349
34346348,Athens Center Omonoia Marni Apt No10 Room No2,63903716,Theo.,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98792,23.73004,Private room,21,2,7,31-10-2021,0.25,19,365,4,1142760
34347074,Fabulous 3-Bedroom Apartment close to Kalimarmaro,152449611,Athina And/Or Eleni,,ΠΑΓΚΡΑΤΙ,37.96885,23.75052,Entire home/apt,120,2,5,21-11-2021,0.9,18,358,5,1121553
34351439,Down Town apartment next to archaeological museum,259348666,Nektarios,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.99081,23.73432,Entire home/apt,35,3,34,27-08-2021,1.06,1,0,1,655079
34352033,Central HUGE apt: 6brooms/2bath/2kitchens &netflix,162899724,Nik,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96809,23.73068,Entire home/apt,85,1,141,19-12-2021,4.42,1,350,42,807239
34352357,My Athens Place - Santorini Suite,259354468,Georgios,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97686,23.72811,Entire home/apt,85,2,0,,,7,266,0,722853
34361321,Ble Elia Acropolis 2bdr Suite,134912750,Αργυρώ,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96514,23.72458,Entire home/apt,55,1,53,07-03-2020,1.66,2,353,0,643642
34361887,Cozy & spacious 2 BDR Apt in the heart of Athens.,259417618,Polivios,,ΑΝΩ ΚΥΨΕΛΗ,38.00503,23.73765,Entire home/apt,42,2,44,16-11-2021,1.38,1,358,12,690182
34374383,#ProfessionalPadAthens,10937226,Emmanuel,,ΝΕΑ ΚΥΨΕΛΗ,38.00165,23.74579,Entire home/apt,35,1,22,21-11-2021,0.69,1,175,10,
34375347,City Wagon,231387850,Monkfish Trading MON IKE,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.98935,23.72306,Entire home/apt,213,1,65,18-10-2020,2.04,15,263,0,977096
34380130,Temple of Hephaestus,15316457,Charikleia,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97582,23.72727,Private room,70,1,1,20-05-2019,0.03,5,0,0,551433
34383756,Cozy apartment downtown in Syntagma,259575633,Γιωργος,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.9779,23.73117,Entire home/apt,48,1,46,24-09-2021,1.49,1,42,10,
34384791,Live Your Myth Under The Acropolis@Plaka,254286558,Panos,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97516,23.72541,Entire home/apt,343,2,64,28-11-2021,2.06,1,6,31,658342
34391642,Emna's Apartment at Petralona (Athens),259626718,Μανεϊνα,,ΠΕΤΡΑΛΩΝΑ,37.9705,23.70789,Entire home/apt,49,29,8,01-11-2021,0.27,1,173,2,691390
34394009,Vasiliki's house 3 min from subway Ag. Eleft/os,188512891,Βασιλική,,ΑΝΩ ΠΑΤΗΣΙΑ,38.01725,23.73123,Entire home/apt,35,2,29,10-12-2019,0.91,1,340,0,657473
34410885,Athens historical center OFFER,19944004,Dimitris,,ΣΤΑΔΙΟ,37.96916,23.741,Entire home/apt,50,1,10,11-11-2019,0.32,1,365,0,284104
34411964,La Station Secreta,172858100,Nektarios,,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,37.99329,23.72223,Entire home/apt,32,1,3,20-09-2021,0.7,2,352,3,847034
34413240,Large stylish room in gorgeous Plaka apartment,22095220,Katerina,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.9738,23.72947,Private room,59,3,14,29-08-2020,0.44,2,314,0,674182
34416268,Petite paradise in the heart of Athens,41365463,Yannis,,ΠΑΓΚΡΑΤΙ,37.9668,23.75234,Entire home/apt,45,3,31,10-10-2021,0.98,2,267,5,654574
34417778,Ωραίο διαμερισμα .,259810728,Κωνσταντινος,,ΠΕΤΡΑΛΩΝΑ,37.96686,23.70628,Entire home/apt,100,1,0,,,1,179,0,
34431125,Ippias Par Apartment,191513771,Ippias,,ΖΑΠΠΕΙΟ,37.96896,23.73194,Entire home/apt,8000,1,2,30-08-2019,0.06,3,253,0,
34432464,ATHENS TIMES,245517627,Maria,,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,37.992,23.72928,Entire home/apt,26,1,14,08-12-2020,0.45,2,258,0,ΑΜΑ 00000734905
34436459,★ Acropolis Outlook -Huge balcony & stunning view★,23488584,Nicolas,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97644,23.7233,Entire home/apt,214,2,98,03-12-2021,3.17,3,340,36,697406
34436843,Minimal Studio & Mezzanine. Elegant design. Athens,3635281,Nadia,,ΠΕΤΡΑΛΩΝΑ,37.96882,23.70963,Entire home/apt,49,20,6,14-11-2021,0.2,5,286,2,113375
34440915,Ζέστο σπίτι για ζεστούς ανθρωπους,251069996,Αλεξανδρα,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.98631,23.72351,Entire home/apt,50,3,0,,,1,90,0,
34455329,Privileged apartment with Acropolis view,370537838,J,,ΣΤΑΔΙΟ,37.96477,23.73473,Entire home/apt,95,2,68,19-10-2021,2.15,3,336,16,1095437
34459754,Philoxenia Suite,54443805,Housefull,,ΑΜΠΕΛΟΚΗΠΟΙ,37.98505,23.75421,Entire home/apt,72,2,24,20-08-2021,0.76,15,0,2,1267991
34460695,"Brand new , Stylish 2 bedroom apartment",1621474,Mint,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98413,23.73458,Entire home/apt,62,1,47,02-11-2021,1.5,82,356,16,666987
34465268,★The Gem of Petralona★ 0.8 km to Acropolis Hill,255509625,Vassiliki,,ΠΕΤΡΑΛΩΝΑ,37.97141,23.70985,Entire home/apt,63,2,63,01-11-2020,2.01,2,73,0,1009330
34466597,Mosaics central aprtm with Acropolis View !,25178462,Dimitris,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97477,23.73176,Entire home/apt,58,2,41,19-12-2021,1.3,11,353,24,893863
34469138,Unique Apartment_designed for exceptional guests.,155728836,Evi,,ΑΝΩ ΚΥΨΕΛΗ,38.00484,23.74776,Entire home/apt,40,2,0,,,1,111,0,663341
34469805,Fenia's apartment,260193233,Fotini,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.98747,23.72177,Entire home/apt,57,3,41,12-12-2021,1.3,1,353,21,651879
34475539,Stylish & Cosy Apartment by Acropolis,260236602,Ioanna,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96579,23.72299,Entire home/apt,85,2,4,23-09-2019,0.13,1,0,0,663986
34482581,⭐️Victoria 5star⭐️ 5BR BigApt⭐️Sauna⭐️2min metro⭐️,134285982,Marcos,,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,37.99374,23.73047,Entire home/apt,151,1,64,23-11-2021,2.03,1,328,14,607342
34486168,Stylish Kerameikos Apartment by Cloudkeys,220022946,CloudKeys,,ΚΕΡΑΜΕΙΚΟΣ,37.98292,23.71699,Entire home/apt,79,1,1,19-09-2019,0.04,30,364,0,1185090
34487036,"Historic Center of Athens, Top-floor flat, 70 sqm!",260152340,Kostas,,ΚΕΡΑΜΕΙΚΟΣ,37.98156,23.71773,Entire home/apt,33,3,18,03-09-2021,0.56,1,280,3,657950
34487157,Unwind in newly renovated central 1BDR near metro!,173384199,Giorgos,,ΑΜΠΕΛΟΚΗΠΟΙ,37.98971,23.76276,Entire home/apt,43,1,41,10-12-2021,1.37,29,259,14,678020
34488390,"Luxury, large apt in the center of Athens",228055263,Έφη,,ΓΚΥΖΗ,37.98964,23.75055,Entire home/apt,38,2,46,14-12-2021,1.49,1,1,18,1011371
34504593,A brand new Acropolis apartment with parking,260415042,Panikos,,ΝΕΟΣ ΚΟΣΜΟΣ,37.96404,23.72808,Entire home/apt,50,2,62,24-11-2021,1.96,1,222,36,669831
34506645,Renovated apartment near Exarchia Square,188464685,Spiros,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98622,23.73776,Entire home/apt,36,2,1,03-06-2019,0.03,1,112,0,659073
34510107,Stylish flat with veranda in the heart of athens,48245392,Alexandra,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98734,23.7352,Entire home/apt,60,2,71,13-12-2021,2.28,4,321,31,1286365
34521858,"Πλατεία Βικτωρίας, ένα πλήρως ανακαινισμένο δ...",240367992,Gpm,,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,37.99338,23.73022,Entire home/apt,44,1,36,31-10-2021,1.15,29,325,14,1126286
34523270,Luxurious apartment at Lycabettus Hill,43323364,George,,ΛΥΚΑΒΗΤΤΟΣ,37.98426,23.75186,Entire home/apt,63,2,42,07-08-2020,1.35,1,0,0,539187
34525159,Explore Athens center from a comfy 2bdr apartment!,173384199,Giorgos,,ΑΓΙΟΣ ΝΙΚΟΛΑΟΣ,38.0049,23.72741,Entire home/apt,29,5,19,04-01-2021,0.61,29,76,2,610989
34528061,Acropolis Panoramic View Exclusive Apartment,107569996,Anny & Emilia,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.967503,23.72921,Entire home/apt,273,1,18,30-11-2021,0.63,6,291,10,60000696401
34533573,Luxurious apartment with big balcony!BEST location,260606076,Nebih,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98385,23.73707,Entire home/apt,60,1,56,17-11-2021,1.79,1,145,19,648640
34534589,Sunny&Spacious Apt close to city center,260606822,Δωρα,,ΓΟΥΔΙ,37.98579,23.76568,Entire home/apt,64,2,201,13-12-2021,6.49,1,1,59,661060
34536252,Koukaki - Acropolis comfy with a balcony apt,129860581,Emmanouil,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96332,23.72263,Entire home/apt,27,2,52,26-10-2021,1.64,6,344,8,
34549461,Center of Athens-Petralona near Benaki Museum,5792260,Anastasios,,ΠΕΤΡΑΛΩΝΑ,37.97305,23.70715,Private room,20,1,4,06-09-2021,0.13,1,269,1,664072
34554457,My Athens Place - Lykavittos Suite,259354468,Georgios,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97784,23.72855,Entire home/apt,85,2,2,02-08-2019,0.06,7,179,0,722831
34555705,Spacious 2BD Apartment near Acropolis Museum,20104194,Upstreet,,ΖΑΠΠΕΙΟ,37.96795,23.73134,Entire home/apt,62,1,34,02-12-2020,1.12,74,175,0,782165
34555804,Y apartment near center,54731847,Alexandra,,ΙΛΙΣΙΑ,37.97451,23.75198,Entire home/apt,30,1,26,25-10-2021,0.83,1,156,11,1046079
34556576,Good vibes only Crib,54110123,Christos,,ΚΟΛΩΝΑΚΙ,37.97874,23.75108,Entire home/apt,49,1,4,07-08-2021,0.14,1,89,2,792344
34556788,Vintage choice 10 minutes from Acropolis on foot,44502202,Valiana,,ΝΕΟΣ ΚΟΣΜΟΣ,37.96595,23.731,Entire home/apt,35,1,3,18-06-2019,0.1,2,0,0,
34564312,My Athens Place - Kouros Suite,259354468,Georgios,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97784,23.72855,Entire home/apt,70,2,2,27-06-2019,0.06,7,173,0,722842
34564785,An elegant apartment at the heart of Athens,260794131,Marika,,ΙΛΙΣΙΑ,37.97639,23.75419,Entire home/apt,47,2,42,19-12-2021,1.36,1,338,23,690648
34565300,Cozy Art Project apt for 2 Exarxia,260814473,Chris,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.9868,23.74315,Entire home/apt,38,2,20,08-03-2020,0.64,1,51,0,
34568926,Knossou 55m2 arty appartment,19427421,Spyros,,ΠΛΑΤΕΙΑ ΑΜΕΡΙΚΗΣ,38.00706,23.73427,Entire home/apt,35,4,5,30-06-2020,0.16,1,297,0,655217
34582010,Nancy's home,260933136,Αθανασία,,ΓΟΥΒΑ,37.95873,23.73834,Entire home/apt,27,2,12,22-02-2020,0.38,1,144,0,684215
34586340,New Flat near to Acropolis view Parthenon,121635177,Margarita,,ΝΕΟΣ ΚΟΣΜΟΣ,37.95824,23.72341,Entire home/apt,34,1,0,,,1,0,0,
34587570,Apartment 130m² - Roof Garden with Acropolis View,29927830,Homm ®,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96635,23.72375,Entire home/apt,85,1,104,21-11-2021,3.31,153,7,41,875120
34590920,Apartment 102m² - Roof Garden with Acropolis View,29927830,Homm ®,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96635,23.72375,Entire home/apt,77,1,122,13-12-2021,3.88,153,2,57,875130
34592092,Apartment 101m² - Roof Garden with Acropolis View,29927830,Homm ®,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96635,23.72375,Entire home/apt,96,1,115,13-12-2021,3.66,153,1,47,875185
34595954,Relax in this funky loft next to metro!,22227167,Alexandros,,ΙΛΙΣΙΑ,37.97799,23.75458,Entire home/apt,46,1,44,18-12-2021,1.39,26,364,22,818772
34597706,Tasteful space. Classically modern and cosy.,261022746,Michael,,1Ο ΝΕΚΡΟΤΑΦΕΙΟ,37.960392,23.736092,Entire home/apt,30,4,57,06-12-2021,1.82,1,164,14,
34598504,Our Greek Retreat - Perfect for Your Travels,261028892,Sarah,,ΚΟΛΟΚΥΝΘΟΥ,38.00214,23.7101,Entire home/apt,31,3,0,,,1,270,0,
34599363,Kato Patisia Studio with balcony,104092044,Valentina,,ΠΑΤΗΣΙΑ,38.0129,23.73219,Entire home/apt,21,1,9,16-10-2021,0.34,1,341,7,875924
34599620,Beautiful city centre apartment,9570096,Anastasia,,ΚΥΨΕΛΗ,37.99912,23.73394,Entire home/apt,32,3,35,08-12-2021,1.14,1,337,17,1092393
34601783,Vintage athenian apartment,15433294,Ιωάννης,,ΠΑΓΚΡΑΤΙ,37.96966,23.74952,Entire home/apt,28,2,12,25-09-2021,0.41,1,206,7,826025
34617312,Loft  with Fantastic View & Private HugTerrace,100019817,Виктор,,ΓΚΥΖΗ,37.98947,23.74964,Entire home/apt,44,15,9,09-10-2021,0.38,1,365,4,726712
34618029,BLUE-GREEN apartment,94208484,Christina,,ΓΟΥΔΙ,37.98531,23.7624,Entire home/apt,54,4,40,11-03-2020,1.27,1,356,0,692328
34620632,Wide Comfy Studio Apt Centrally Located in Thissio,153592692,Liroy & Tal,,ΘΗΣΕΙΟ,37.97405,23.71412,Entire home/apt,54,2,63,16-12-2021,2.01,15,176,33,675492
34633044,Gaspar & Ziva Apartments: 2Apts on the same floor,245768124,Gaspar,,ΓΟΥΔΙ,37.98351,23.76326,Entire home/apt,80,2,3,06-08-2019,0.1,3,334,0,605593
34635072,Cozy&quite apartment in down town Exarchia,185191545,Calypso,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98775,23.73434,Entire home/apt,28,3,43,03-10-2021,1.37,1,256,8,661832
34639124,"New renovated sunny,comfortable apartment inAthens",261323064,Maria,,ΠΑΤΗΣΙΑ,38.01303,23.7365,Entire home/apt,30,3,5,28-09-2020,0.17,1,136,0,704426
34642793,The Archaeologist's House next to the Acropolis,261352773,Despoina,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96264,23.72215,Entire home/apt,35,2,45,22-08-2021,1.47,1,0,19,699527
34645268,Kallimarmaro-Mets:city center house with cozy yard,194308791,Magda,,1Ο ΝΕΚΡΟΤΑΦΕΙΟ,37.96544,23.73975,Entire home/apt,53,3,46,20-11-2021,1.45,1,221,8,639137
34645780,Olive Tree Deluxe Apt under Acropolis,203723608,Pericles,,ΑΚΡΟΠΟΛΗ,37.963867,23.717999,Entire home/apt,37,1,177,20-11-2021,5.57,2,353,46,628340
